4.270309119271962572e+01,-3.429233940906141953e+01
4.233824624244535073e+01,-3.390442063524812966e+01
4.198171323431166257e+01,-3.351295944727990417e+01
4.163344011319524895e+01,-3.311801291311262219e+01
4.129337482397284020e+01,-3.271963810070218415e+01
4.096146531152110981e+01,-3.231789207800446206e+01
4.063765952071678100e+01,-3.191283191297534216e+01
4.032190539643654859e+01,-3.150451467357071778e+01
4.001415088355710736e+01,-3.109299742774646802e+01
3.971434392695519477e+01,-3.067833724345847912e+01
3.942243247150747720e+01,-3.026059118866264441e+01
3.913836446209067077e+01,-2.983981633131483946e+01
3.886208784358147739e+01,-2.941606973937095404e+01
3.859355056085660607e+01,-2.898940848078687438e+01
3.833270055879276583e+01,-2.855988962351848315e+01
3.807948578226663727e+01,-2.812757023552166658e+01
3.783385417615494362e+01,-2.769250738475231444e+01
3.759575368533437967e+01,-2.725475813916630585e+01
3.736513225468165444e+01,-2.681437956671953060e+01
3.714193782907345565e+01,-2.637142873536787135e+01
3.692611835338651360e+01,-2.592596271306721789e+01
3.671762177249750891e+01,-2.547803856777345288e+01
3.651639603128315059e+01,-2.502771336744246256e+01
3.632238907462014765e+01,-2.457504418003013313e+01
3.613554884738519490e+01,-2.412008807349234729e+01
3.595582329445500136e+01,-2.366290211578499125e+01
3.578316036070627604e+01,-2.320354337486395480e+01
3.561750799101571374e+01,-2.274206891868512059e+01
3.545881413026000928e+01,-2.227853581520437132e+01
3.530702672331588587e+01,-2.181300113237759675e+01
3.516209371506003123e+01,-2.134552193816067955e+01
3.502396305036915436e+01,-2.087615530050950952e+01
3.489258267411996428e+01,-2.040495828737996931e+01
3.476790053118915580e+01,-1.993198796672794160e+01
3.464986456645343083e+01,-1.945730140650931617e+01
3.453842272478949837e+01,-1.898095567467997569e+01
3.443352295107406746e+01,-1.850300783919580638e+01
3.433511319018382579e+01,-1.802351496801269803e+01
3.424314138699548238e+01,-1.754253412908653331e+01
3.415755548638574624e+01,-1.706012239037319489e+01
3.407830343323132638e+01,-1.657633681982856899e+01
3.400533317240890341e+01,-1.609123448540854895e+01
3.393859264879520055e+01,-1.560487245506900500e+01
3.387802980726691260e+01,-1.511730779676583225e+01
3.382359259270074858e+01,-1.462859757845492226e+01
3.377522894997341041e+01,-1.413879886809215236e+01
3.373288682396159288e+01,-1.364796873363341234e+01
3.369651415954201212e+01,-1.315616424303458132e+01
3.366605890159135583e+01,-1.266344246425155085e+01
3.364146899498634014e+01,-1.216986046524020004e+01
3.362269238460367404e+01,-1.167547531395641869e+01
3.360967701532003815e+01,-1.118034407835610011e+01
3.360237083201215569e+01,-1.068452382639511455e+01
3.360072177955672146e+01,-1.018807162602936067e+01
3.360467780283045158e+01,-9.691044545214714034e+00
3.361418684671001955e+01,-9.193499651907064418e+00
3.362919685607215570e+01,-8.695494014062301602e+00
3.364965577579355482e+01,-8.197084699636299376e+00
3.367551155075092595e+01,-7.698328776584958177e+00
3.370671212582096388e+01,-7.199283312864157125e+00
3.374320544588037052e+01,-6.700005376429775339e+00
3.378493945580585489e+01,-6.200552035237706150e+00
